record_index,accession_number,title,publication_year,authors,doi,urls,secondary_title,screening_category,screening_categories_all,tags,inclusion_reason,source_wave,agent_confidence,qa_status,prior_asreview_label
971,rayyan-628419676,Management of Frankliniella occidentalis (Thysanoptera: Thripidae) with granular formulations of entomopathogenic fungi,2012,"Skinner, Margaret;Gouli, Svetlana;Frank, Cheryl E;Parker, Bruce L;Kim, Jae Su",10.1016/j.biocontrol.2012.08.004,"[""http://europepmc.org/abstract/AGR/IND601120484"", ""https://doi.org/10.1016/j.biocontrol.2012.08.004""]",Biological Control.,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
1522,rayyan-628420271,Mitigating trans-boundary movement of Bemisia tabaci (Hemiptera: Aleyrodidae) on Mentha sp. by pre-shipping treatments of biopesticides,2018,"Aristizabal, Luis F;Avery, Pasco B;Kumar, Vivek;Caldwell, Jean H;McKenzie, Cindy L;Osborne, Lance S",10.1016/j.cropro.2018.01.015,"[""http://europepmc.org/abstract/AGR/IND605896375"", ""https://doi.org/10.1016/j.cropro.2018.01.015""]",Crop Protection,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
2896,rayyan-628421802,Mycoinsecticides for aphid management : a biorational approach,2000,"Yeo, Helen",,"[""http://europepmc.org/theses/ETH/523877"", ""https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.523877""]",,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
407,rayyan-628415741,Oviposition Deterrence and Immature Survival of Filth Flies (Diptera: Muscidae) When Exposed to Commercial Fungal Products,2016,"Machtinger, E.T.;Weeks, E.N.I.;Geden, C. J.",10.1093/jisesa/iew032,https://app.dimensions.ai/details/publication/pub.1035122372,Journal of Insect Science,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,reaudit_prior_relevant,high,accepted,1
585,rayyan-628416077,PSXI-4 Beauveria bassiana to control the mealworm Alphitobius diaperinus in chicken barns,2020,"Nadeau, Martin;Todorova, Silvia;Julien, Carl",,"[""http://europepmc.org/abstract/PMC/PMC7702525"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7702525/?tool=EBI""]",Journal of animal science,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave2_gap_01_products,high,accepted,
2589,rayyan-628421432,Pathogenicity of Beauveria bassiana against Immature Stages of Diaphorina citri1 under Laboratory Conditions,2020,"Cruz-Cruz, Damaris;Gomez, Jaime;Barrera, Juan F;Sanchez-Pena, Sergio Rene;Valle Mora, Javier Francisco",,http://europepmc.org/abstract/AGR/IND607115348,Southwestern Entomologist,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
4965,rayyan-628424056,Persistence and Lethality of a Fungal Biopesticide (Aprehend) Applied to Insecticide-impregnated and Encasement-type Box Spring Covers for Bed Bug Management.,2019,Shikano I;Gomez L;Bellicanta GS;Jenkins NE,10.1093/jee/toz135,https://pubmed.ncbi.nlm.nih.gov/31115457/,Journal of economic entomology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
5145,rayyan-628424776,Potential of dip treatments to disinfest cuttings of the invasive Thrips parvispinus (Thysanoptera: Thripidae).,2025,Ataide LMS;Velazquez-Hernandez Y;Reyes-Arauz I;Villamarin P;Canon MA;Revynthi AM,10.1093/jee/toae265,https://pubmed.ncbi.nlm.nih.gov/39879645/,Journal of economic entomology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
5048,rayyan-628424273,"Potential of two entomopathogenic fungi, Beauveria bassiana and Metarhizium anisopliae (Coleoptera: Scarabaeidae), as biological control agents against the June beetle.",2015,Erler F;Ates AO,10.1093/jisesa/iev029,https://pubmed.ncbi.nlm.nih.gov/25881632/,Journal of insect science (Online),01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
850,rayyan-628419549,Preliminary Observations on Pathogenicity of Commercial Formulations of Metarhizium anisopliae1 and Beauveria bassiana1 Entomopathogenic Fungi for Control of Frankliniella invasor2 Under Laboratory Conditions,2017,"Toledo-Hernandez, Ricardo Alberto;Ortiz-Giron, Jose Antonio;Sanchez, Daniel",,http://europepmc.org/abstract/AGR/IND605947293,Southwestern Entomologist,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
5129,rayyan-628424718,"Preliminary study of genetic variation in Hawaiian isolates of Beauveria bassiana [Hypocreales, Cordycipitaceae].",2011,Hollingsworth RG;Lysy AM;Matsumoto TK,10.1016/j.jip.2010.12.008,https://pubmed.ncbi.nlm.nih.gov/21167170/,Journal of invertebrate pathology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
456,rayyan-628415854,Response of the macadamia seed weevil Kuschelorhynchus macadamiae (Coleoptera: Curculionidae) to Metarhizium anisopliae and Beauveria bassiana in laboratory bioassays,2020,"Khun, Kim Khuy;Ash, Gavin J;Stevens, Mark M;Huwer, Ruth K;Wilson, Bree A L",10.1016/j.jip.2020.107437,https://app.dimensions.ai/details/publication/pub.1128744229,Journal of Invertebrate Pathology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
5072,rayyan-628424420,Seed inoculation with endophytic fungal entomopathogens promotes plant growth and reduces crown and root rot (CRR) caused by Fusarium culmorum in wheat.,2018,Jaber LR,10.1007/s00425-018-2991-x,https://pubmed.ncbi.nlm.nih.gov/30140979/,Planta,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
2577,rayyan-628421418,"Sensitivity of Ixodes ricinus (L., 1758) and Dermacentor reticulatus (Fabr., 1794) ticks to entomopathogenic fungi isolates: preliminary study",2020,"Szczepanska, Anna;Kiewra, Dorota;Plewa-Tutaj, Kinga;Dyczko, Dagmara;Guz-Regner, Katarzyna",10.1007/s00436-020-06805-1,"[""http://europepmc.org/abstract/MED/32661888"", ""https://link.springer.com/content/pdf/10.1007/s00436-020-06805-1.pdf""]",Parasitology research,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
4966,rayyan-628424057,Spores of Beauveria bassiana and Trichoderma lignorum as a bioinsecticide for the control of Atta cephalotes.,2019,Daza FFF;Roman GR;Rodriguez MV;Vargas IAG;Heano HC;Cereda MP;Mulet RAC,10.1186/s40659-019-0259-y,https://pubmed.ncbi.nlm.nih.gov/31530279/,Biological research,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
4987,rayyan-628424099,Susceptibility of Agrilus planipennis (Coleoptera: Buprestidae) to Beauveria bassiana and Metarhizium anisopliae.,2006,Liu H;Bauer LS,10.1603/0022-0493-99.4.1096,https://pubmed.ncbi.nlm.nih.gov/16937660/,Journal of economic entomology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,reaudit_prior_relevant,high,accepted,1
2708,rayyan-628421579,Susceptibility of Microtheca ochroloma (Coleoptera: Chrysomelidae) to Botanical and Microbial Insecticide Formulations,2013,"Balusu, Rammohan;Fadamiro, Henry Y",10.1653/024.096.0327,"[""http://europepmc.org/abstract/AGR/IND601273541"", ""https://bioone.org/journals/florida-entomologist/volume-96/issue-3/024.096.0327/Susceptibility-of-Microtheca-ochroloma-Coleoptera-Chrysomelidae-to-Botanical-and-Microbial/10.1653/024.096.0327.pdf""]",Florida Entomologist,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
384,rayyan-628415698,"Susceptibility of Myzus persicae, Brevicoryne brassicae and Nasonovia ribisnigri to Fungal Biopesticides in Laboratory and Field Experiments",2020,"Prince, Gill;Chandler, Dave",10.3390/insects11010055,"[""http://europepmc.org/abstract/MED/31963410"", ""https://doi.org/10.3390/insects11010055""]",Insects,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
5006,rayyan-628424145,Sustainable Management of Tetranychus urticae and Trialeurodes vaporariorum on Tomato and Cucumber Plants Using Rhamnolipids and Essential Oil-Based Biocontrol Agents.,2024,Thomidis T;Damos P,10.3390/insects15090720,https://pubmed.ncbi.nlm.nih.gov/39336688/,Insects,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
3177,rayyan-628422093,"Sweetpotato whitefly control by Naturalis-L, the fungus Beauveria bassiana, in furrow and sub-drip irrigated upland cotton",1994,"Akey, DH;Henneberry, TJ",,http://europepmc.org/abstract/AGR/IND20454880,Proceedings,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record; Include from title only; abstract missing; Title-only include; abstract missing; to be verified; Human QA 2026-08-08: accepted from uncertain (title-only),wave1_narrow_signal,high,accepted,
434,rayyan-628415801,Synergistic interaction between Beauveria bassiana- and Bacillus thuringiensis tenebrionis-based biopesticides applied against field populations of Colorado potato beetle larvae,2005,"Wraight, S.P.;Ramos, M.E.",10.1016/j.jip.2005.09.005,https://app.dimensions.ai/details/publication/pub.1036012633,Journal of Invertebrate Pathology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
1394,rayyan-628420130,The combined effect of soil-applied azadirachtin with entomopathogens for integrated management of western flower thrips,2016,"Otieno, JA;Pallmann, P;Poehling, H -M",10.1111/jen.12242,"[""http://europepmc.org/abstract/AGR/IND605152933"", ""https://doi.org/10.1111/jen.12242""]",Journal of Applied Entomology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
466,rayyan-628415870,The effect of UVB-blocking plastics on the efficacy of Beauveria bassiana and a conventional product against Lygus lineolaris on low tunnel strawberry,2022,"Willden, Samantha A;Ugine, Todd A;Loeb, Gregory M",10.1002/ps.7046,https://app.dimensions.ai/details/publication/pub.1148778839,Pest Management Science,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
4317,rayyan-628423265,The effects and persistence of the fungus Beauveria bassiana (Mycotrol) and imidacloprid (Provado) on tarnished plant bug mortality and feeding,1997,"Brown, JZ;Steinkraus, DC;Tugwell, NP",,http://europepmc.org/abstract/AGR/IND20612544,Proceedings,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record; Include from title only; abstract missing; Title-only include; abstract missing; to be verified; Human QA 2026-08-08: accepted from uncertain (title-only),wave1_narrow_signal,high,accepted,
1070,rayyan-628419782,The entomopathogenic fungus Beauveria bassiana and its compatibility with triflumuron: effects on the twospotted spider mite Tetranychus urticae,2003,"Saenz-de-Cabezon Irigaray, FJ;Marco-Mancebon, V;Perez-Moreno, I",10.1016/s1049-9644(02)00123-8,"[""http://europepmc.org/abstract/AGR/IND23316244"", ""https://doi.org/10.1016/S1049-9644(02)00123-8""]",Biological Control.,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
4989,rayyan-628424105,"Toxicity of natural insecticides on the larvae of wheat head armyworm, Dargida diffusa (Lepidoptera: Noctuidae).",2016,Reddy GV;Antwi FB,10.1016/j.etap.2016.01.014,https://pubmed.ncbi.nlm.nih.gov/26855414/,Environmental toxicology and pharmacology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
4992,rayyan-628424109,"Virulence of BotaniGard((R)) to Second Instar Brown Marmorated Stink Bug, Halyomorpha halys (Stal) (Heteroptera: Pentatomidae).",2015,Parker BL;Skinner M;Gouli S;Gouli V;Kim JS,10.3390/insects6020319,https://pubmed.ncbi.nlm.nih.gov/26463187/,Insects,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
2464,rayyan-628421294,Virulence of commercial strains of Beauveria bassiana and Metarhizium brunneum (Ascomycota: Hypocreales) against adult Xylosandrus germanus (Coleoptera: Curculionidae) and impact on brood,2011,"Castrillo, Louela A;Griggs, Michael H;Ranger, Christopher M;Reding, Michael E;Vandenberg, John D",10.1016/j.biocontrol.2011.04.010,"[""http://europepmc.org/abstract/AGR/IND6083854"", ""https://doi.org/10.1016/j.biocontrol.2011.04.010""]",Biological Control.,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
125,rayyan-628415299,"Virulence of select entomopathogenic fungi to the brown marmorated stink bug, Halyomorpha halys (Stal) (Heteroptera: Pentatomidae)",2012,"Gouli, Vladimir;Gouli, Svetlana;Skinner, Margaret;Hamilton, George;Kim, Jae Su;Parker, Bruce L",10.1002/ps.2310,https://app.dimensions.ai/details/publication/pub.1040227962,Pest Management Science,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
343,rayyan-628415643,Will the application of biocontrol fungi disrupt predation of Acanthococcus lagerstroemiae by coccinellids?,2022,"Matos Franco, Giovana;Chen, Yan;Doyle, Vinson P;Rehner, Stephen A;Diaz, Rodrigo",10.1016/j.jip.2022.107789,"[""http://europepmc.org/abstract/MED/35772489"", ""https://doi.org/10.1016/j.jip.2022.107789""]",Journal of invertebrate pathology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,
4964,rayyan-628424054,Bioprocess and genetic advances enhancing Beauveria bassiana biocontrol efficacy.,2026,Kolanchi P;Saminathan N;Selvaraj D;Krishnamoorthy A;Palanivelu K;Aruchalam A,10.1016/j.micpath.2025.108272,https://pubmed.ncbi.nlm.nih.gov/41475278/,Microbial pathogenesis,02b_strains_traits,02b_strains_traits,strains-traits,Strain traits linked to carrier/trap/surface context,wave1_narrow_signal,high,accepted,
2415,rayyan-628421241,Carnauba wax enhances the insecticidal activity of entomopathogenic fungi against the blowfly Lucilia sericata (Diptera: Calliphoridae),2020,"Muniz, Elen R;Bedini, Stefano;Sarrocco, Sabrina;Vannacci, Giovanni;Mascarin, Gabriel M;Fernandes, Everton K K;Conti, Barbara",10.1016/j.jip.2020.107391,"[""http://europepmc.org/abstract/MED/32416086"", ""https://doi.org/10.1016/j.jip.2020.107391""]",Journal of invertebrate pathology,02b_strains_traits,02b_strains_traits,strains-traits,Strain traits linked to carrier/trap/surface context,wave1_narrow_signal,high,accepted,
2001,rayyan-628420797,Development of an attract-and-infect system to control Rhynchophorus ferrugineus with the entomopathogenic fungus Beauveria bassiana,2018,"Dembilio, Oscar;Moya, Pilar;Vacas, Sandra;Ortega-Garcia, Lola;Quesada-Moraga, Enrique;Jaques, Josep A;Navarro-Llopis, Vicente",10.1002/ps.4888,"[""http://europepmc.org/abstract/MED/29427377"", ""https://doi.org/10.1002/ps.4888""]",Pest management science,02b_strains_traits,02b_strains_traits,strains-traits,Strain traits linked to carrier/trap/surface context,wave1_narrow_signal,high,accepted,
235,rayyan-628415451,"Enhancing Virulence of an Entomopathogenic Fungus Against the Diamondback Moth, Plutella xylostella (Lepidoptera: Plutellidae), Through Integrated Formulation Strategies Under Laboratory and Greenhouse Conditions",2026,"Riaz, Muhammad;Chang, Tsui-Ying;Kafle, Lekhnath;Chen, Wen-Hua",10.3390/insects17060622,https://app.dimensions.ai/details/publication/pub.1202904016,Insects,02b_strains_traits,02b_strains_traits,strains-traits,Strain traits linked to oil/WP/bait/trap/formulation context,wave_full_remainder_strict,high,accepted,
2362,rayyan-628421188,Isolation and evaluation of South African isolates of Beauveria bassiana (Hypocreales: Cordycipitaceae) on Rhipicephalus microplus (Acari: Ixodidae),2022,"Zeina, Ghirmay;Laing, Mark",10.1007/s10493-021-00674-8,"[""http://europepmc.org/abstract/MED/34757505"", ""https://doi.org/10.1007/s10493-021-00674-8""]",Experimental & applied acarology,02b_strains_traits,02b_strains_traits,strains-traits,Strain traits linked to carrier/trap/surface context,reaudit_prior_relevant,high,accepted,1
979,rayyan-628419684,"Isolation, fermentation, and formulation of entomopathogenic fungi virulent against adults of Diaphorina citri",2021,"Awan, Umar Anwar;Meng, Lixue;Xia, Shuang;Raza, Muhammad Fahim;Zhang, Zhenyu;Zhang, Hongyu",10.1002/ps.6429,"[""http://europepmc.org/abstract/MED/33896118"", ""https://doi.org/10.1002/ps.6429""]",Pest management science,02b_strains_traits,02b_strains_traits,strains-traits,Strain traits linked to carrier/trap/surface context,wave1_narrow_signal,high,accepted,
4042,rayyan-628422983,Plant oils for improving thermotolerance of Beauveria bassiana,2010,"Kim, Jae Su;Skinner, Margaret;Parker, Bruce",10.4014/jmb.1005.05023,"[""http://europepmc.org/abstract/MED/20890101"", ""https://doi.org/10.4014/jmb.1005.05023""]",Journal of microbiology and biotechnology,02b_strains_traits,02b_strains_traits,strains-traits,Strain traits linked to carrier/trap/surface context,wave1_narrow_signal,high,accepted,
608,rayyan-628416110,A predatory social wasp does not avoid nestmates contaminated with a fungal biopesticide,2023,"de Souza, Andre Rodrigues;Prato, Amanda;Franca, Wilson;Santos, Sircio;Lima, Luan Dias;Alves, Denise Araujo;Bernardes, Rodrigo Cupertino;Santos, Eduardo Fernando;do Nascimento, Fabio Santos;Lima, Maria Augusta Pereira",10.1007/s11356-023-29770-5,"[""http://europepmc.org/abstract/MED/37695481"", ""https://doi.org/10.1007/s11356-023-29770-5""]",Environmental science and pollution research international,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|04-nontarget-ecotox,formulation-delivery|efficacy|nontarget,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing; Nontarget risk in delivery/product/horizontal Bb context,wave1_narrow_signal,high,accepted,
4892,rayyan-628423844,Agroforestry coffee soils increase the insect-suppressive potential offered by entomopathogenic fungi over full-sun soils: A case proposing a 'bait survival technique',2019,"Moreira, Camila Costa;Celestino, Daiane;Guerra Sobrinho, Tathiana;Cardoso, Irene Maria;Elliot, Simon Luke",10.1002/ece3.5598,"[""http://europepmc.org/abstract/MED/31624581"", ""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.5598""]",Ecology and evolution,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
2613,rayyan-628421460,Alginate-kaolinite beads incorporated with agrochemicals: new baits for leaf-cutting ants control,2024,"Duarte, Valber;Leite, Victor;Nobre, Danubia;Silva, Rene;Constantino, Vera R.L.;Castro, Gustavo;Fernandes, Flavio;Tronto, Jairo",10.21203/rs.3.rs-4331320/v1,"[""http://europepmc.org/abstract/PPR/PPR849148"", ""https://doi.org/10.21203/rs.3.rs-4331320/v1""]",,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,wave1_narrow_signal,high,accepted,
2306,rayyan-628421122,Beauveria bassiana Endophytic Strain as Plant Growth Promoter: The Case of the Grape Vine Vitis vinifera,2021,"Mantzoukas, Spiridon;Lagogiannis, Ioannis;Mpousia, Dionusia;Ntoukas, Aristeidis;Karmakolia, Katerina;Eliopoulos, Panagiotis A;Poulas, Konstantinos",10.3390/jof7020142,"[""http://europepmc.org/abstract/MED/33669343"", ""https://www.mdpi.com/2309-608X/7/2/142/pdf?version=1614250377""]","Journal of fungi (Basel, Switzerland)",02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
617,rayyan-628416120,Beauveria bassiana associated with a novel biomimetic hydrogel to control Aedes albopictus through lure and kill ovitraps,2025,"Friuli, Marco;Lia, Riccardo Paolo;Nitti, Paola;Lamanna, Leonardo;Otranto, Domenico;Pombi, Marco;Demitri, Christian;Cafarchia, Claudia",10.1002/ps.8476,"[""http://europepmc.org/abstract/MED/39415668"", ""https://doi.org/10.1002/ps.8476""]",Pest management science,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,wave1_narrow_signal,high,accepted,
3852,rayyan-628422789,Beauveria bassiana strains for biological control of Cosmopolites sordidus (Germ.) (Coleoptera: Curculionidae) in plantain,2013,"Fancelli, Marilene;Dias, Alex Batista;Delalibera, Italo;de Jesus, Sandra Cerqueira;do Nascimento, Antonio Souza;Silva, Sebastiao de Oliveira e;Caldas, Ranulfo Correa;Ledo, Carlos Alberto da Silva",10.1155/2013/184756,"[""http://europepmc.org/abstract/MED/24187659"", ""https://doi.org/10.1155/2013/184756""]",BioMed research international,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
423,rayyan-628415780,Behavioral Suppression and Rapid Lethality: Beauveria bassiana B4 Targets Adult Monochamus alternatus for Sustainable Management of Pine Wilt Disease,2025,"Zhang, Yaqi;Zhang, Xuejie;An, Liudi;Gong, Dongfeng;Wang, Jinsheng;Bi, Huitao;Zheng, Yi;Cao, Lei;Lu, Shaohui",10.3390/insects16101045,"[""http://europepmc.org/abstract/MED/41148913"", ""https://doi.org/10.3390/insects16101045""]",Insects,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|04-nontarget-ecotox,formulation-delivery|efficacy|nontarget,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing; Nontarget risk in delivery/product/horizontal Bb context,wave1_narrow_signal,high,accepted,
901,rayyan-628419603,Benefits of living underground: the case of parasite release in the antlion Myrmeleon timidus,2020,"Galvez, Dumas;Garrido, Milagro;Gil, Fermin;Fernandez-Marin, Hermogenes",10.1111/eea.12895,"[""http://europepmc.org/abstract/AGR/IND606916872"", ""https://doi.org/10.1111/eea.12895""]",Entomologia Experimentalis et Applicata.,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave2_gap_bait_trap,high,accepted,
1798,rayyan-628420573,Bioexploration and Phylogenetic Placement of Entomopathogenic Fungi of the Genus Beauveria in Soils of Lebanon Cedar Forests,2021,"Al Khoury, Charbel;Nemer, Georges;Humber, Richard;El-Hachem, Nehme;Guillot, Jacques;Chehab, Racha;Noujeim, Elise;El Khoury, Yara;Skaff, Wadih;Estephan, Nathalie;Nemer, Nabil",10.3390/jof7110924,"[""http://europepmc.org/abstract/MED/34829214"", ""https://doi.org/10.3390/jof7110924""]","Journal of fungi (Basel, Switzerland)",02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
575,rayyan-628416066,Biological characteristics and pathogenicity of entomopathogenic Beauveria bassiana (Bals.-Criv.) Vuill (Hypocreales: Cordycipitaceae) isolated from soils in Northern Kenya against desert locust (Schistocerca gregaria) (Forskal) (Orthoptera: Acrididae),2025,"Mwikali, Pamela C;Mwamburi, Lizzy A;Musinguzi, Simon Peter",,http://europepmc.org/abstract/AGR/IND608793514,Crop Protection,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
946,rayyan-628419648,Biological control of leaf-cutter ants using pathogenic fungi: experimental laboratory and field studies,2021,"Folgarait, Patricia J;Goffre, Daniela",10.1111/eea.13078,"[""http://europepmc.org/abstract/AGR/IND607478204"", ""https://doi.org/10.1111/eea.13078""]",Entomologia Experimentalis et Applicata.,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
2880,rayyan-628421786,Comparative evaluation and economic potential of ecorational versus chemical insecticides for crucifer flea beetle (Coleoptera: Chrysomelidae) management in Canola,2007,"Antwi, FB;Olson, DL;Knodel, JJ",10.1603/0022-0493(2007)100[710:ceaepo]2.0.co;2,"[""http://europepmc.org/abstract/MED/17598529"", ""https://doi.org/10.1093/jee/100.3.710""]",Journal of economic entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|01-existing-products,existing-products|formulation-delivery|efficacy,Named commercial Bb product or registry/approval product record; Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
1204,rayyan-628419927,Delivering Beauveria bassiana with electrostatic powder for the control of stored-product beetles,2017,"Athanassiou, Christos G;Rumbos, Christos I;Sakka, Maria;Potin, Olivier;Storm, Clare;Dillon, Aoife B",10.1002/ps.4522,"[""http://europepmc.org/abstract/MED/28066976"", ""https://doi.org/10.1002/ps.4522""]",Pest management science,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,reaudit_prior_relevant,high,accepted,1
1688,rayyan-628420448,"Development of a CO2 -releasing coformulation based on starch, Saccharomyces cerevisiae and Beauveria bassiana attractive towards western corn rootworm larvae",2016,"Vemmer, Marina;Schumann, Mario;Beitzen-Heineke, Wilhelm;French, Bryan W;Vidal, Stefan;Patel, Anant V",10.1002/ps.4245,"[""http://europepmc.org/abstract/MED/26834068"", ""https://doi.org/10.1002/ps.4245""]",Pest management science,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
1131,rayyan-628419844,Diversity of entomopathogenic fungi associated with Mediterranean fruit fly (Ceratitis capitata (Diptera: Tephritidae)) in Moroccan Argan forests and nearby area: impact of soil factors on their distribution,2020,"Hallouti, Ayoub;Ait Hamza, Mohamed;Zahidi, Abdelaziz;Ait Hammou, Rachid;Bouharroud, Rachid;Ait Ben Aoumar, Abdellah;Boubaker, Hassan",10.1186/s12898-020-00334-2,"[""http://europepmc.org/abstract/MED/33234114"", ""https://bmcecol.biomedcentral.com/track/pdf/10.1186/s12898-020-00334-2""]",BMC ecology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
2277,rayyan-628421090,Effect of Bark Application With Beauveria bassiana and Permethrin Insecticide on the Walnut Twig Beetle (Coleoptera: Curculionidae) in Black Walnut Bolts,2019,"Mayfield, Albert E;Juzwik, Jennifer;Scholer, Jamison;Vandenberg, John D;Taylor, Adam",10.1093/jee/toz150,"[""http://europepmc.org/abstract/MED/31141149"", ""https://academic.oup.com/jee/article-pdf/112/5/2493/30045074/toz150.pdf""]",Journal of economic entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,
4483,rayyan-628423434,Effects of bait substrate and formulation on infection of grasshopper nymphs by Beauveria bassiana,1996,"Inglis, GD;Johnson, DL;Goettel, MS",10.1080/09583159650039511,"[""http://europepmc.org/abstract/AGR/IND20620937"", ""https://doi.org/10.1080/09583159650039511""]",Biocontrol science and technology.,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing; Bait substrate / ingestion of Bb conidia,reaudit_prior_relevant,high,accepted,1
